"tipo_de_establecimiento_de_salud","denominacion","disposicion","calle","provincia_id","provincia_nombre","vencimiento_del_certificado"
"DISCAPACIDAD","CENTRO PSICOASISTENCIAL SRL","1382/2013","MEDRANO  134",2,"CABA","23/10/2018"
"DISCAPACIDAD","CETET S.R.L.","1056/2016","TERRERO 1360",2,"CABA","08/08/2021"
"DISCAPACIDAD","C.E.T.A.","960/2016","PASAJE EL MAESTRO 154",2,"CABA","22/07/2021"
"DISCAPACIDAD","CONSULTORIO ESPECIALIZADO EN EL DESARROLLO TEMPRANO INFANTIL","1412/2014","FRAGATA SARMIENTO  1857",2,"CABA","26/11/2019"
"DISCAPACIDAD","FUNDACION CLAUDINA THEVENET","1060/2017","URUGUAY  1237",2,"CABA","19/06/2022"
"DISCAPACIDAD","FUNDACIÓN PARA EL ESTUDIO DE LOS PROBLEMAS DE LA INFANCIA FEPI-CENTRO MEDICO DE REHABILITACION DRA LYDIA CORIAT","2099/2017","AV DIAZ VELEZ 4720",2,"CABA","04/12/2022"
"DISCAPACIDAD","HOGAR PERMANENTE Y CENTRO DE DIA LOS TILOS","1410/2013","URUGUAY  888",2,"CABA","25/10/2018"
"DISCAPACIDAD","HOGAR Y CENTRO DE DIA LA MAGDALENA","1303/2013","JUANA AZURDUY 3535",2,"CABA","16/10/2018"
"DISCAPACIDAD","CENTRO MEDICO SANTA BARBARA","723/2017","VENEZUELA 3451",2,"CABA","17/05/2022"
"DISCAPACIDAD","ANDALICAN DE ELIZABETH K FOSCHI","1348/2013","ROSETTI  297",2,"CABA","16/10/2018"
"DISCAPACIDAD","FUNDACION ARAUZ","1681/2016","TTE. GRAL JUAN D. PERON 2234",2,"CABA","28/12/2021"
"DISCAPACIDAD","ASOCIACION EN DEFENSA DEL INFANTE NEUROLOGICO A.E.D.I.N.","126/2017","TEODORO GARCIA 2948",2,"CABA","08/02/2022"
"DISCAPACIDAD","CUENTO Y MOV. DE FUNDACION CAMINOS","252/2014","GREGORIA PEREZ 3559",2,"CABA","09/04/2019"
"DISCAPACIDAD","INSTITUTO ORAL MODELO SA","650/2014","TTE GRAL PERON  2289",2,"CABA","05/07/2019"
"DISCAPACIDAD","MI CASA BLANCA CENTRO EDUCATIVO TERAPEUTICO","75/2004","GALLARDO  566",2,"CABA","15/02/2019"
"EMERGENCIA MÉDICA","SANTA BARBARA SALUD SRL","1256/2013","MONTEVIDEO  451",2,"CABA","16/09/2018"
"EMERGENCIA MÉDICA","EMERGENCIAS NORTE S.A.","363/2014","VIAMONTE 1621",2,"CABA","06/05/2019"
"EMERGENCIA MÉDICA","CONSULMED EMPRENDIMIENTOS ODONTOLOGICOS S.A. (SEDE CALLAO)","316/2015","CALLAO  1395",2,"CABA","20/03/2020"
"EMERGENCIA MÉDICA","AMBULANCIAS S.I.T.A. S.R.L.","986/2015","HONDURAS 3817",2,"CABA","05/08/2020"
"EMERGENCIA MÉDICA","MCO S.A.","84/2016","AV ROQUE SAENZ PEÑA  1116",2,"CABA","08/11/2018"
"ENTIDAD CUIDADO DE SALUD","ESTABLECIMIENTO GERIATRICO CASEROS S.H.","1547/2015","AV. CASEROS 1847",2,"CABA","16/12/2020"
"ESTABLECIMIENTO","CENTRO MEDICO INTEGRAL BUENOS AIRES","430/2014","MARCELO T DE ALVEAR  2089",2,"CABA","21/05/2019"
"ESTABLECIMIENTO","CLINICA SAN JORGE S.A.C.","1273/2017","Caa Guazú Nº 1536/42 y Salta 1536",2,"CABA","24/07/2022"
"ESTABLECIMIENTO","CENTRO MEDICO SANTA CECILIA S.R.L.","241/2015","ADOLFO ALSINA 1670",2,"CABA","04/03/2020"
"ESTABLECIMIENTO","CLINICA SANTA CATALINA ANEXO","ago-17","MEXICO 2990",2,"CABA","18/01/2022"
"ESTABLECIMIENTO","TC MAX SA","2044/2017","JOSE E URIBURU  1044",2,"CABA","24/11/2022"
"ESTABLECIMIENTO","AINCO","669/2014","AV SANTA FE TORRE C 2844",2,"CABA","11/07/2019"
"ESTABLECIMIENTO","CARDIO SALUD S.A.","1461/2018","AVENIDA SANTA FE 1970",2,"CABA","01/06/2023"
"ESTABLECIMIENTO","CARDIO SALUD S.A.","880/2018","AVENIDA SANTA FE 1970",2,"CABA","01/06/2023"
"ESTABLECIMIENTO","SERVICIO DE MEDICINA NUCLEAR PROPIEDAD DE IMAGENES DIAGNOSTICAS S.A.","2187/2017","AV CORONEL DIAZ  2211",2,"CABA","18/12/2022"
"ESTABLECIMIENTO","ATEN PROD","1794/2017","AV. SALVADOR MARIA DEL CARRIL 3351",2,"CABA","27/10/2018"
"ESTABLECIMIENTO","SANATORIO DE LA TRINIDAD QUILMES S.A.","931/2014","LAVALLE 408",2,"CABA","28/08/2019"
"ESTABLECIMIENTO","CENTRO ONCOLOGICO METROPOLITANO SA","1781/2017","LAVALLE 1430",2,"CABA","27/01/2022"
"ESTABLECIMIENTO","ASOCIACION CIVIL REENCUENTROS","189/2014","VICTOR HUGO 2839",2,"CABA","26/03/2019"
"ESTABLECIMIENTO","SISTEMA DIAGNOSTICO S.A.","1813/2017","Macelo T de Alvear  2424",2,"CABA","27/10/2022"
"ESTABLECIMIENTO","CENTRO MEDICO DE LA MUJER S.A.","1501/2015","PARAGUAY 2452",2,"CABA","28/11/2020"
"ESTABLECIMIENTO","IMAGENES CONCORD PILAR SA","1773/2017","MAIPU 474",2,"CABA","27/06/2022"
"ESTABLECIMIENTO","ASAM SRL","1202/2014","VIAMONTE  1446",2,"CABA","30/10/2019"
"ESTABLECIMIENTO","MD SALUD S.R.L.","834/2016","AV. PUEYRREDON 776",2,"CABA","29/06/2021"
"ESTABLECIMIENTO","LABORATORIO BIOQUIMICO BELGRANO S.R.L.","477/2016","ARCOS 2460",2,"CABA","13/04/2021"
"ESTABLECIMIENTO","VELAZQUEZ BENEDICTO","1055/2016","ARGERICH 46",2,"CABA","08/08/2021"
"ESTABLECIMIENTO","CONSULTORIOS MEDICOS DR. RDUARDO FAURE ESPECIALISTA EN ENDOCRINOLOGIA","849/2017","AV. SANTA FE 2606",2,"CABA","23/05/2022"
"ESTABLECIMIENTO","CERIM CONSULTORIOS DE ESTUDIOS RADIOLOGICOS INTEGRAL DE MAMAS S.R.L.","604/2014","AZCUENAGA 970",2,"CABA","26/06/2019"
"ESTABLECIMIENTO","CONSULTORIO ODONTOLOGICO DE RADIOLOGIA","1551/2016","AV. JOSE MARIA MORENO 122",2,"CABA","16/12/2020"
"ESTABLECIMIENTO","REHABILITER S.A.","568/2017","Paraná 754",2,"CABA","18/04/2022"
"ESTABLECIMIENTO","""CENTRO MEDICO INTEGRAL FITZ ROY S.A.""","1268/2017","ACEVEDO 865",2,"CABA","24/07/2022"
"ESTABLECIMIENTO","FUNDACION CONVIVIR","279/2016","GALLO 950",2,"CABA","28/02/2021"
"ESTABLECIMIENTO","INSTITUTO DONATO S.A.","703/2014","AV  DEL LIBERTADOR 6249",2,"CABA","14/07/2019"
"ESTABLECIMIENTO","CENTRO DE EDUCACION MEDICA E INVESTIGACIONES CLINICAS NORBERTO QUIRNO","711/2017","GALVAN 4102",2,"CABA","16/05/2022"
"ESTABLECIMIENTO","SWISS MEDICAL S.A. (CLINICA ZABALA)","1053/2017","ZABALA 2336",2,"CABA","19/06/2022"
"ESTABLECIMIENTO","CENTRO DE MEDICINA HIPERBARICA BUENOS AIRES RAZON SOCIAL HIPERCAMARAS S.A.","473/2014","SANCHEZ DE BUSTAMANTE 1175",2,"CABA","28/05/2019"
"ESTABLECIMIENTO","LABORATORIO DE ANALISIS CLINICOS ARGIL SRL","1548/2017","TEODORO GARCIA 3820",2,"CABA","28/09/2022"
"ESTABLECIMIENTO","STEFANONI, CARLOS ALBERTO - TRES (3) CONSULTORIOS ODONTOLOGICOS","145/2018","AV. Santa Fe 1697",2,"CABA","02/02/2023"
"ESTABLECIMIENTO","CENTRO MEDICO DE TRATAMIENTO ONCOLOGICO PROPIEDAD DE GAMMA LIFE S.A.","2237/2017","AVENIDA CORDOBA 3951",2,"CABA","27/12/2022"
"ESTABLECIMIENTO","CENTRO PSICOASISTENCIAL ESPACIOS S.R.L.","38/2017","AV. MEDRANO 134",2,"CABA","19/01/2022"
"ESTABLECIMIENTO","“MEDICAL HOUSE NEW S.A.”","443/2017","Uruguay 390",2,"CABA","23/03/2022"
"ESTABLECIMIENTO","MEDIDOM INTERNACIONES DOMICILIARIAS SRL","438/2014","GUEMES  4243",2,"CABA","21/05/2019"
"ESTABLECIMIENTO","LABORATORIO SAN JOSE DE DIAGNOSTICO Y TRATAMIENTO S.A.","483/2017","OLLEROS 3485",2,"CABA","31/03/2022"
"ESTABLECIMIENTO","INSTITUTO CENTENARIO SALUD Y CALIDAD DE VIDA","558/2017","AV. RIVADAVIA 3855",2,"CABA","17/04/2022"
"ESTABLECIMIENTO","SIEMPRE S.A.","1210/2017","URUGUAY 43",2,"CABA","19/07/2022"
"ESTABLECIMIENTO","CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE LOS SENTIDOS","296/2015","AVENIDA CORDOBA 2019",2,"CABA","18/03/2020"
"ESTABLECIMIENTO","CENTRO INTEGRAL DE MEDICINA OCULAR DEVOTO CIMO","1734/2017","AV FCO BEIRO  4640",2,"CABA","23/10/2022"
"ESTABLECIMIENTO","FUNDACION HEMOCENTRO BUENOS AIRES","403/2015","AV. DIAZ VELEZ 3973",2,"CABA","13/04/2020"
"ESTABLECIMIENTO","CENTRO MEDICO ALFA","1186/2016","CORRIENTES 2451",2,"CABA","02/09/2021"
"ESTABLECIMIENTO","CLINICA UNIVERSITARIA","457/2015","PORTELA  2957",2,"CABA","23/04/2020"
"ESTABLECIMIENTO","PSORIAHUE MEDICINA INTERDISCIPLINARIA SRL","2041/2017","BULNES  1937",2,"CABA","24/11/2022"
"ESTABLECIMIENTO","UNIDAD NEFROLOGICA ARGENTINA SRL","644/2014","DEAN FUNES 955",2,"CABA","05/07/2019"
"ESTABLECIMIENTO","ESTABLECIMIENTO GERIATRICO URGE","480/2014","GRAL. JOSE ARTIGAS 5389",2,"CABA","28/05/2019"
"ESTABLECIMIENTO","GRUPO TCO S.R.L.","1419/2018","Garay 1526",2,"CABA","22/06/2023"
"ESTABLECIMIENTO","CENTRO MEDICO SAN FRANCISCO SRL","122/2018","QUINTINO BOCAYUVA  372",2,"CABA","31/01/2023"
"ESTABLECIMIENTO","CENTRO DE OTORRINOLARINGOLOGIA DR. CHINSKI SOCIEDAD DE HECHO","777/2014","CHARCAS  2777",2,"CABA","29/07/2019"
"ESTABLECIMIENTO","LABORATORIO DR ENRIQUE IOVINE SA","224/2018","GURRUCHAGA  1124",2,"CABA","19/02/2023"
"ESTABLECIMIENTO","CLINICA ESPORA","41/2014","TUCUMAN  1585",2,"CABA","10/02/2019"
"ESTABLECIMIENTO","SERVICIO DE ATENCION DOMICILIARIA PROP. DE ADMIP S.R.L.","1624/2017","AVDA. JUJUY 420",2,"CABA","09/10/2022"
"ESTABLECIMIENTO","CENTRO MEDICO PROSAM S.A.","880/2015","MAIPU 763",2,"CABA","24/07/2020"
"ESTABLECIMIENTO","HOGAR Y CENTRO DE DIA MAITEN","183/2014","TUCUMAN 1438",2,"CABA","21/03/2019"
"ESTABLECIMIENTO","CEMECID S.R.L.","409/2017","Ciudad de la Paz  2426",2,"CABA","23/03/2022"
"ESTABLECIMIENTO","CENTRO MEDICO REUMATOLOGICO OMI","1259/2017","URUGUAY 725",2,"CABA","21/07/2022"
"ESTABLECIMIENTO","SISTEMA DIAGNOSTICO S.A.","1321/2017","Macelo T de Alvear  2424",2,"CABA","08/08/2022"
"ESTABLECIMIENTO","""INSTITUTO DUPUYTREN DE TRAUMATOLOGIA Y ORTOPEDIA S.A.""","1303/2016","AV BELGRANO 3402",2,"CABA","04/10/2021"
"ESTABLECIMIENTO","RESIDENCIA GERIATRICA EL SOLAR","957/2016","YERBAL 2972",2,"CABA","22/07/2021"
"ESTABLECIMIENTO","RESIDENCIA GERIATRICA MODELO BUENOS AIRES SRL","277/2014","PUJOL 961",2,"CABA","15/04/2019"
"ESTABLECIMIENTO","OPAM S.A. CONSULTORIOS ODONTOLOGICOS","1053/2016","AV CORDOBA  1345",2,"CABA","08/08/2021"
"ESTABLECIMIENTO","H-D ARGENTINA SA","412/2014","Arenales 1611",2,"CABA","20/05/2019"
"ESTABLECIMIENTO","FUNDACION HOSPITALARIA","2016/2017","CRAMER 4601",2,"CABA","22/11/2022"
"ESTABLECIMIENTO","LABORATORIO DE DIAGNOSTICO POR IMAGENES ""FUNDUS S.A.""","266/2016","BERUTI  3271",2,"CABA","28/02/2021"
"ESTABLECIMIENTO","CENTRO DE PARALISIS CEREBRAL CPC SERVICIO DE REHABILITACION NIVEL I","112/2014","AV. DIAZ VELEZ 3449",2,"CABA","27/02/2019"
"ESTABLECIMIENTO","THE SENIOR HOME PROPIEDAD DE PLATINUM HOMES S.A.","1156/2018","sanchez de bustamante 174",2,"CABA","12/06/2019"
"ESTABLECIMIENTO","CLINICA MONOVALENTE DE REHABILITACION CON INTERNACION ALTERGARTEN S.A.","797/2014","AVDA. FRANCISCO BEIRO 3735",2,"CABA","04/08/2019"
"ESTABLECIMIENTO","CENTRO DE DIAGNOSTICO NEUROLOGICO CEDINE S.R.L.","769/2014","MARISCAL ANTONIO SUCRE 2600",2,"CABA","29/07/2019"
"ESTABLECIMIENTO","CENTRO DE DIAGNOSTICO MEDICO INTEGRAL S.A.","924/2015","AV. RIVADAVIA 10719",2,"CABA","29/07/2020"
"ESTABLECIMIENTO","CENTRO GALLEGO DE BUENOS AIRES","1290/2013","AV. BELGRANO 2199",2,"CABA","08/10/2018"
"ESTABLECIMIENTO","INSTITUTO KINESIOLOGICO ESPECIALIZADO S.R.L.","555/2016","CRAMER 2074",2,"CABA","02/05/2021"
"ESTABLECIMIENTO","RESIDENCIA GERIATRICA ARANGUREN S.A.","145/2016","REMEDIOS DE ESCALADA DE S. MARTIN 3075",2,"CABA","04/02/2021"
"ESTABLECIMIENTO","SANATORIO SAN ANDRES S.A.","1252/2014","SANTA FE 1219",2,"CABA","13/08/2019"
"ESTABLECIMIENTO","CLINICA BASILEA","1619/2016","SOLIS 1025",2,"CABA","22/12/2021"
"ESTABLECIMIENTO","CENTRO DE ASISTENCIA PSICOPATOLOGIA","sep-14","PTE LUIS SAENZ PEÑA  660",2,"CABA","03/02/2019"
"ESTABLECIMIENTO","REHABILITACION Y TERAPIA FISICA UQRQUIZA SRL","188/2014","AV FELIX OLAZABAL  4981",2,"CABA","26/03/2019"
"ESTABLECIMIENTO","CENIT CENTRO DE NEUROCIENCIAS INVESTIGACIONES Y TRATAMIENTOS","1285/2017","JUNCAL  2222",2,"CABA","26/07/2022"
"ESTABLECIMIENTO","CENTRO MEDICO CLODE SA","2118/2017","RIO DE JANEIRO  63",2,"CABA","06/12/2022"
"ESTABLECIMIENTO","MAPS S.A.","1378/2016","MONTEVIDEO 770",2,"CABA","27/10/2021"
"ESTABLECIMIENTO","TRES (3) CONSULTORIOS MEDICOS","1413/2017","Larrea  1162",2,"CABA","05/09/2022"
"ESTABLECIMIENTO","CLINICA SANTA MARIA DE LOS BUENOS AIRES","1582/2013","GALLO 495",2,"CABA","20/11/2018"
"ESTABLECIMIENTO","LABORATORIODE ANALISIS CLINICOS","1132/2014","ZUVIRIA 214",2,"CABA","30/09/2019"
"ESTABLECIMIENTO","CENTRO DE ASISTENCIA PSICOPATOLOGIA","1134/2016","PTE LUIS SAENZ PEÑA  660",2,"CABA","23/08/2021"
"ESTABLECIMIENTO","CENTRUM DIAGNOSTICO INTERNACION DOMICILIARIA","134/2015","TUCUMAN 1891",2,"CABA","19/02/2020"
"ESTABLECIMIENTO","BIONEFRO SRL","1486/2015","AGUIRRE 520",2,"CABA","12/02/2019"
"ESTABLECIMIENTO","CLINICA DE REHABILITACION","1084/2016","NUÑEZ 2683",2,"CABA","22/08/2021"
"ESTABLECIMIENTO","LABORATORIO DE ANALISIS CLINICOS","1484/2015","VIRREY LORETO 2446",2,"CABA","28/11/2020"
"ESTABLECIMIENTO","GEDYT S.A.","279/2017","AZCUENAGA 1275",2,"CABA","04/03/2022"
"ESTABLECIMIENTO","LABORATORIO DE ANALISIS CLINICOS","1261/2013","MACHAIN  3827",2,"CABA","17/09/2018"
"ESTABLECIMIENTO","SEMM ACOMPAÑANTES DE SALUD SA","1420/2018","VIAMONTE  1332",2,"CABA","13/08/2023"
"ESTABLECIMIENTO","CLIMEDICA","14/2018","SAAVEDRA 1039",2,"CABA","04/01/2023"
"ESTABLECIMIENTO","CENTRO DE SALUD MENTAL CON MODALIDAD AMBULATORIA Y H. DE DIA","2012/2017","THAMES  1946",2,"CABA","22/11/2022"
"ESTABLECIMIENTO","CENTRO PRIVADO DE MEDICINA FAMILIAR","1809/2017","JOSE P. VARELA 3954",2,"CABA","27/10/2022"
"ESTABLECIMIENTO","TEJAS VERDES SRL","1238/2013","GALICIA  2680",2,"CABA","09/09/2018"
"ESTABLECIMIENTO","CONSULTORIOS ODONTOLOGICOS CENTRALES","1072/2016","RODRIGUEZ PEÑA 694",2,"CABA","11/08/2021"
"ESTABLECIMIENTO","LABORATORIO DE ANALISIS CLINICOS DE CARLOS AMADEO BAVASSO Y DANIEL JORGE BAVASSO","1221/2016","BOYACA 877",2,"CABA","12/09/2021"
"ESTABLECIMIENTO","HOSTAL CRAMER","1114/2016","CRAMER 2966",2,"CABA","22/08/2021"
"ESTABLECIMIENTO","LABORATORIO DE ANALISIS CLINICOS DALTON","1408/2013","CARACAS  4096",2,"CABA","25/10/2018"
"ESTABLECIMIENTO","LUIS ALBERTO RAFFO E HIJOS S.R.L.","438/2017","Laprida  1219",2,"CABA","23/03/2022"
"ESTABLECIMIENTO","LA TRINIDAD","79/2014","ESPINOSA  1520",2,"CABA","15/02/2019"
"ESTABLECIMIENTO","CID HOME S.R.L.","1182/2016","CORRIENTES 4788",2,"CABA","02/09/2021"
"ESTABLECIMIENTO","CLINICA LAS HERAS SA","660/2014","AV LAS HERAS  2492",2,"CABA","11/07/2019"
"ESTABLECIMIENTO","LA ESPERANZA","61/2014","COLPAYO  483",2,"CABA","12/02/2019"
"ESTABLECIMIENTO","CENTRO PRIVADO DE PSICOTERAPIAS S.R.L.","237/2016","AV. DEL LIBERTADOR 6049",2,"CABA","23/02/2021"
"ESTABLECIMIENTO","LABORATORIO ACLIMU S.R.L.","1608/2017","PARAGUAY 2452",2,"CABA","09/10/2022"
"ESTABLECIMIENTO","CENTRO MEDICO S.O.I DE SALUD OCUPACIONAL INTEGRAL","1422/2018","Pringles 779",2,"CABA","13/08/2023"
"ESTABLECIMIENTO","CENTRO MEDICO FUNDACION SAN RAFAEL","1564/2016","RAMALLO 2606",2,"CABA","14/12/2021"
"ESTABLECIMIENTO","FUNDACION DE LA HEMOFILIA","1614/2016","SOLER 3483",2,"CABA","22/12/2021"
"ESTABLECIMIENTO","FUNDALEU FUNDACION PARA COMBATOR LA LEUCEMIA","1220/2014","JOSE E URIBURU 1450",2,"CABA","30/10/2019"
"ESTABLECIMIENTO","FUNDACION REGRESO A MI -CENTRO ESPECIALIZADO EN TRAT. DE RECUP. DE ADICCIONES","1416/2018","Gualeguaychu 74",2,"CABA","12/03/2019"
"ESTABLECIMIENTO","INSTITUTO WILLIAM OSLER","344/2015","AGUERO 1262",2,"CABA","26/03/2020"
"ESTABLECIMIENTO","GERIATRICO GERIMAR SRL","1289/2013","JURAMENTO  1694",2,"CABA","24/09/2018"
"ESTABLECIMIENTO","NEUMODON SRL -SERVICIO DE ATENCION DOMICILIARIA","2109/2017","BERUTI  2814",2,"CABA","04/12/2022"
"ESTABLECIMIENTO","SANATORIO FINOCHIETTO","623/2015","LIMA 87",2,"CABA","27/05/2020"
"ESTABLECIMIENTO","JUNTOS EN CASA ATENCION MEDICA DOMICILIARIA","696/2014","AV CORRIENTES  2589",2,"CABA","14/07/2019"
"ESTABLECIMIENTO","OFTALMOLOGIA IBEROAMERICANA SA","781/2015","LAS HERAS  1681",2,"CABA","29/06/2020"
"ESTABLECIMIENTO","FUNDAGEN S.A.","279/2015","ECHEVERRIA 2182",2,"CABA","16/03/2020"
"ESTABLECIMIENTO","FUNDACION PROSAM","1213/2017","LARREA 874",2,"CABA","19/07/2022"
"ESTABLECIMIENTO","MYRJAV SRL","1205/2016","CARRASCO 933",2,"CABA","09/09/2021"
"ESTABLECIMIENTO","CENTRO ODONTOLOGICO MALABIA SRL","435/2014","MALABIA  429",2,"CABA","21/05/2019"
"ESTABLECIMIENTO","INSTITUTO GERIATRICO SAN MARINO DE LUCIO ANIBAL PALADINO","42/2014","EMILIO LAMARCA  4857",2,"CABA","11/02/2019"
"ESTABLECIMIENTO","CLINICA DE MICROCIRUGIA","1504/2016","TTE. GRAL JUAN D. PERON 1834",2,"CABA","05/12/2021"
"ESTABLECIMIENTO","MILEUSIS S.A.","1643/2016","LAS HERAS 1621",2,"CABA","27/12/2021"
"ESTABLECIMIENTO","CENTRO DE SALUD MENTAL DE CLINICA PRIVADA BANFIELD S.A.","271/2017","AVENIDA CORRIENTES 2014",2,"CABA","04/02/2022"
"ESTABLECIMIENTO","FENIX MEDICINA S.R.L.","929/2016","ARENALES 1954",2,"CABA","14/07/2021"
"ESTABLECIMIENTO","IN HOUSE NETSAL S.R.L.","594/2017","FELIPE VALLESE  2550",2,"CABA","21/04/2022"
"ESTABLECIMIENTO","CENTRO DE PATOLOGIA","336/2017","Peña  2967",2,"CABA","21/03/2022"
"ESTABLECIMIENTO","MEDIZIN DE SERVICIOS S.A.","1823/2017","Carlos Pellegrini 11630",2,"CABA","05/07/2019"
"ESTABLECIMIENTO","INSTITUTO MEDICO DE OBSTETRICIA SA","116/2018","PTE PERON 2275",2,"CABA","29/01/2023"
"ESTABLECIMIENTO","RESIDENCIA CURAPALIGUE","187/2016","CURAPALIGUE 339",2,"CABA","11/02/2021"
"ESTABLECIMIENTO","CLINICA DE LOS VIRREYES","1912/2017","CIUDAD DE LA PAZ 1157",2,"CABA","08/11/2022"
"ESTABLECIMIENTO","PROCREARTE S.A.","1406/2015","PUEYRREDON 768",2,"CABA","16/11/2020"
"ESTABLECIMIENTO","INSTITUTO ARGENTINO DE DIAGNOSTICO Y TRATAMIENTO S.A.","2218/2017","MARCELO T DE ALVEAR  2345",2,"CABA","10/07/2022"
"ESTABLECIMIENTO","DIAGNOSTICO MAIPU - DIAGNOSTICO MAIPU POR IMAGENES S.A.","1459/2018","CABILDO  457",2,"CABA","22/01/2019"
"ESTABLECIMIENTO","MONICA VIVIANA MARATEO- PAOLA ALEJANDRA MARATEO- DANIEL JORGE SUCALESCA","733/2014","GALLO 734",2,"CABA","21/07/2019"
"ESTABLECIMIENTO","OMINT S.A. DE SERVICIOS (4 (CUATRO) CONSULTORIOS MEDICOS CONCESIONADOS DENTRO DE CLINICA DEL SOL - PROP.DE SAN TIMOTEO S.A.) (AMPLIACIÓN POR DISPOSICI","32/2018","JUNCAL 3065/75",2,"CABA","28/11/2020"
"ESTABLECIMIENTO","CIMU S.A.","448/2014","BAUNESS 2584",2,"CABA","21/05/2019"
"ESTABLECIMIENTO","CENTRO MEDICO (CON 5 CONSULTORIOS MÉDICOS, UN QUIROFANO Y UN EQUIPO DE RX) PROPIEDAD DE RKT SERVICIOS ASISTENCIALES S.A.","1856/2017","AVENIDA DE LOS CORRALES 6782",2,"CABA","03/11/2022"
"ESTABLECIMIENTO","DIAGNOSTICO CIENTIFICO INTEGRAL S.R.L.","165/2018","HUMBOLDT 1988",2,"CABA","06/02/2023"
"ESTABLECIMIENTO","CONTINUUM SRL","dic-18","Avenida Rivadavia N° 6817 6817",2,"CABA","04/01/2023"
"ESTABLECIMIENTO","LABORATORIO ESPECIALIZADO DIAZ VELEZ","522/2017","AV. DIAZ VELEZ  3992",2,"CABA","07/04/2022"
"ESTABLECIMIENTO","SIMECO","147/2016","VIAMONTE 1465",2,"CABA","04/02/2021"
"ESTABLECIMIENTO","CENTRO OFTALMOLOGICO DR. FERNANDEZ SASSO","jun-16","URUGUAY 952",2,"CABA","07/01/2021"
"ESTABLECIMIENTO","FUNDACION PROGRAMA SAN CARLOS","1322/2017","JUFRE 1067",2,"CABA","08/08/2022"
"ESTABLECIMIENTO","""INSTITUTO DE MACROPSICOLOGIA S.A.""","1702/2017","AV. SANTA FE 1461",2,"CABA","17/10/2022"
"ESTABLECIMIENTO","SANANTORIO DE LA PROVIDENCIA","796/2016","TUCUMAN 1863",2,"CABA","17/06/2021"
"ESTABLECIMIENTO","CENTRO MEDICO CEHTAC S.R.L.","1261/2016","LAVALLE 1882",2,"CABA","28/09/2021"
"ESTABLECIMIENTO","CENTRO MEDICO DE REHABILITACION CARI","286/2014","HIPOLITO YRIGOYEN  4081",2,"CABA","16/04/2019"
"ESTABLECIMIENTO","REHABILITART S.R.L. - CUATRO (4) GABINETES DE KINESIOLOGIA","159/2018","Pasaje Lanín 108",2,"CABA","06/02/2023"
"ESTABLECIMIENTO","CENTRO OFTALMOLOGICO METROPOLITANO S.A.","19/2017","AV. NAZCA 3312",2,"CABA","18/01/2022"
"ESTABLECIMIENTO","CENTRO MEDICO FLEISCHER","1895/2017","ESTADO DE ISRAEL 4469",2,"CABA","08/11/2022"
"ESTABLECIMIENTO","CENTRO DE HEMATOLOGIA Y ONCOLOGIA PAVLOVSKY","367/2016","JUNIN 1284",2,"CABA","17/03/2021"
"ESTABLECIMIENTO","SALUD OCULAR SA","96/2014","CALLAO  710",2,"CABA","26/02/2019"
"ESTABLECIMIENTO","CENTRO DE DIAGNOSTICO BELGRANO SOCIEDAD ANONIMA","1454/2018","AMENABAR  1945",2,"CABA","15/08/2023"
"ESTABLECIMIENTO","CENTRO DE TRAUMATOLOGIA Y ORTOPEDIA Y REHABILITACION CEOTI","840/2017","AV. MOSCONI 3430",2,"CABA","23/05/2022"
"ESTABLECIMIENTO","CENTRO DE SALUD MENTAL Y HOSPITAL DE DIA SESAM","819/2016","MADRANO 291",2,"CABA","24/06/2021"
"ESTABLECIMIENTO","SANATORIO SAGRADO CORAZON","181/2018","BARTOLOME MITRE 1955",2,"CABA","08/02/2023"
"ESTABLECIMIENTO","CENTRO MEDICO FERTILAB","302/2018","RIOBAMBA 1205",2,"CABA","10/09/2018"
"ESTABLECIMIENTO","CIRRINCIONE JOSEFINA ANA - GRUPO TERAPEUTICO DEL SENDERO","2104/2017","MONTEAGUDO 1861",2,"CABA","04/12/2022"
"ESTABLECIMIENTO","CITTRAL S.R.L.","615/2016","BAEZ 570",2,"CABA","09/05/2021"
"ESTABLECIMIENTO","ASISTENCIA PRIVADA ODONTOLOGICA S.A.","153/2017","AV. CORDOBA 1870",2,"CABA","14/02/2022"
"ESTABLECIMIENTO","CENTRO ODONTOLGICO GARIN SRL","1649/2013","WASHINGTON  3931",2,"CABA","02/12/2018"
"ESTABLECIMIENTO","INSTITUTO DE LA UNIVERSIDAD MAIMONIDES","492/2017","Hidalgo 769",2,"CABA","25/03/2022"
"ESTABLECIMIENTO","CONSULMED EMPRENDIMIENTOS ODONTOLOGICOS SOCIEDAD ANONIMA (SEDE AYACUCHO)","1030/2017","AYACUCHO 1314",2,"CABA","14/06/2022"
"ESTABLECIMIENTO","INSTITUTO DEL CORAZON RIO DE LA PLATA S.A.","400/2018","CAZADORES 2128",2,"CABA","09/03/2023"
"ESTABLECIMIENTO","INSTITUTO DE FERTILIDAD S.A.","336/2018","MARCELO T DE ALVEAR  2259",2,"CABA","02/03/2023"
"ESTABLECIMIENTO","CENTRO DE DIA S.R.L.","307/2015","PASTEUR 655",2,"CABA","18/03/2020"
"ESTABLECIMIENTO","CIDPEN S.R.L.","943/2015","PASCO 1060",2,"CABA","31/07/2020"
