"establecimiento_id","establecimiento_nombre","provincia_id","provincia_nombre","departamento_id","departamento_nombre","localidad_id","localidad_nombre","origen_financiamiento","categoria_id","categoria_nombre","codigo_postal","domicilio","sitio_web"
"70020012318215","AVENIDA 4301","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"JUAN BAUTISTA ALBERDI 4301","*sin dato*"
"70020012317840","CASIO CIENTIFICA","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"PI Y MARGALL 781","*sin dato*"
"70020012317943","AYHELEN","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"ARMENIA 2217","*sin dato*"
"70140142334071","ARAOZ III","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"11 de Septiembre 2988","*sin dato*"
"70020012318087","MUNDIAL PARQUE SARMIENTO","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Doctor Ricardo Balbín 4955","*sin dato*"
"70140142334080","AQUARIUS 1001","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"Avenida Pueyrredón 191","*sin dato*"
"70140142334083","EL FENIX","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"Avenida Amadeo Sabattini 2897","*sin dato*"
"70020012318115","FARMACITY (98)","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Corrientes 3220","*sin dato*"
"70140212334115","DOMINGUEZ","06","Córdoba","00194","Colón",14021280,"UNQUILLO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5109,"Avenida San Martín 3110","*sin dato*"
"70140142334132","JUAN XXIII","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"Juan XXIII 1699","*sin dato*"
"70220212326828","SANTA TRINIDAD","04","Chaco","00160","Comandante Fernández",22021010,"PRESIDENCIA ROQUE SAENZ PENA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3700,"RUTA NACIONAL 16 Y CALLE 232 B SAN CAYETANO","*sin dato*"
"70020012318159","NUEVA BUENOS AIRES","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Bartolomé Mitre 2591","*sin dato*"
"70020012318167","NUEVA DARWIN","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Corrientes 5901","*sin dato*"
"70220982326849","AVENIDA","04","Chaco","00169","Mayor Luis J. Fontana",22098030,"VILLA ANGELA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3540,"LORENZO COBELLO 375","*sin dato*"
"70220982326850","DEL PUEBLO","04","Chaco","00169","Mayor Luis J. Fontana",22098030,"VILLA ANGELA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3540,"25 DE MAYO 490","*sin dato*"
"70220982326854","ROSSI MARTYNIUK","04","Chaco","00169","Mayor Luis J. Fontana",22098030,"VILLA ANGELA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3540,"SAN MARTIN 139","*sin dato*"
"70220982326857","IVOTI","04","Chaco","00169","Mayor Luis J. Fontana",22098030,"VILLA ANGELA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3540,"HIPOLITO IRIGOYEN ESQUINA AV KENEDY","*sin dato*"
"70620212370602","DETINA S.C.S.","16","Río Negro","00380","Bariloche",62021060,"SAN CARLOS DE BARILOCHE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8400,"Avenida Exequiel Bustillo 12500","*sin dato*"
"70620212370603","ALTA CATEDRAL","16","Río Negro","00380","Bariloche",62021060,"SAN CARLOS DE BARILOCHE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8400,"PLAZA AMANCAY","*sin dato*"
"70220982326864","JACIUK","04","Chaco","00169","Mayor Luis J. Fontana",22098030,"VILLA ANGELA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3540,"MAIPU 250","*sin dato*"
"70220982326865","SANTA ELENA","04","Chaco","00169","Mayor Luis J. Fontana",22098030,"VILLA ANGELA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3540,"AVENIDA 25 DE MAYO 1005","*sin dato*"
"70020012318188","HOSPILAB S.A.","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Córdoba 2360","*sin dato*"
"70020012318191","HOMEOPATICA GODOY","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Belgrano 2509","*sin dato*"
"70020013018194","HOMEOPATICA DE FLORES","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Rivadavia 6157","*sin dato*"
"70020012318197","GREEN S.C.S.","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Federico Lacroze 2810","*sin dato*"
"70020012317940","ABC ( AV . CABILDO 2685 )","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"AV . CABILDO 2685","*sin dato*"
"70020012317986","KIM.","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"CARABOBO 1295","*sin dato*"
"70020012318007","OASIS ( AV CABILDO 4299)","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Cabildo 4299","*sin dato*"
"70020012318024","FARMACITY (AV TRIUNVIRATO 3752)","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Triunvirato 3752","*sin dato*"
"70140422334045","FARMA YA","06","Córdoba","00197","General San Martín",14042170,"VILLA MARIA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5900,"Avenida Marcelo T. de Alvear 1267","*sin dato*"
"70140142334047","GUADALUPE","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"Avenida Colón 1096","*sin dato*"
"70620212370555","LOS PIONEROS","16","Río Negro","00380","Bariloche",62021060,"SAN CARLOS DE BARILOCHE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8400,"Avenida de Los Pioneros 97","*sin dato*"
"70220842326810","BADER","04","Chaco","00167","Libertador General San Martín",22084020,"GENERAL JOSE DE SAN MARTIN","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3509,"CHILE 481","*sin dato*"
"70140142334145","MUNDIAL","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"Mariano Fragueiro 2400","*sin dato*"
"70220212326822","ITATI II SRL","04","Chaco","00160","Comandante Fernández",22021010,"PRESIDENCIA ROQUE SAENZ PENA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3700,"SAN MARTIN 1300","*sin dato*"
"70020012318131","CLIFFORD","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Arenales 2045","*sin dato*"
"70020012318146","ITALIANA","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Potosí 4100","*sin dato*"
"70020012318235","ANABEL","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"BRASIL 2388","*sin dato*"
"70020012318242","ALICIA SCORDO","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"SUCRE 1546","*sin dato*"
"70221052326885","SAN JOSE","04","Chaco","00156","9 de Julio",22105010,"LAS BREÑAS","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3722,"AVENIDA GRAL JONES 1187","*sin dato*"
"70220632326893","MORENO","04","Chaco","00164","General Güemes",22063060,"JUAN JOSE CASTELLI","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3705,"AVENIDA SAN MARTIN 800","*sin dato*"
"70064412313600","SOMA","02","Buenos Aires","00069","La Plata",644103015,"LA PLATA (LA PLATA)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1900,"32 1950","*sin dato*"
"70066232313601","GIUSTOZZI","02","Buenos Aires","00096","Pergamino",6623100,"PERGAMINO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2700,"AV. A.R.JAUREGUI 1959","*sin dato*"
"70067912313603","DE LA SIERRA S.C.S.","02","Buenos Aires","00123","Tandil",6791050,"TANDIL","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",7000,"DARREGUEIRA 1970","*sin dato*"
"70064412313604","MALVASO","02","Buenos Aires","00069","La Plata",644103024,"VILLA ELVIRA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1900,"120 1980","*sin dato*"
"70060912313605","O'DONNELL","02","Buenos Aires","00016","Berazategui",609101009,"RANELAGH","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1886,"316 1983","*sin dato*"
"70065682313606","LIVIO","02","Buenos Aires","00089","Morón",656801001,"CASTELAR","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1712,"BENITO VILLANUEVA 1986","*sin dato*"
"70064082313607","ALDARI","02","Buenos Aires","00063","Hurlingham",640801001,"HURLINGHAM (HURLINGHAM)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1686,"OCAMPO 1986","*sin dato*"
"70068332313608","PASTEUR","02","Buenos Aires","00129","Tres Arroyos",6833100,"TRES ARROYOS","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",7500,"MORENO 199","*sin dato*"
"70067782313609","PETRUCCI","02","Buenos Aires","00121","San Vicente",677802001,"ALEJANDRO KORN","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1864,"SAN MARTIN 199","*sin dato*"
"70062602313610","PROTTO MARCELA ALEJANDRA","02","Buenos Aires","00040","Esteban Echeverría",626001002,"EL JAGÜEL","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1842,"EL CEIBO 199","*sin dato*"
"70067702313611","CLERICI","02","Buenos Aires","00120","San Pedro",6770050,"SAN PEDRO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2930,"LUCIO MANSILLA  199","*sin dato*"
"70068612313612","VIACAVA","02","Buenos Aires","00132","Vicente López",686101007,"VICENTE LÓPEZ (VICENTE LÓPEZ)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1638,"AVDA. MAIPU 199","*sin dato*"
"70066232313613","COSIO","02","Buenos Aires","00096","Pergamino",6623100,"PERGAMINO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2700,"FLORIDA 2","*sin dato*"
"70067632313614","LEFELMAN","02","Buenos Aires","00119","San Nicolás",676305002,"SAN NICOLÁS DE LOS ARROYOS  (SAN NICOLÁS DE LOS ARROYOS )","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2900,"MITRE 200","*sin dato*"
"70066232313615","BOLDRINI","02","Buenos Aires","00096","Pergamino",6623100,"PERGAMINO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2700,"ALBERTI 200","*sin dato*"
"70060282313616","AQUINO","02","Buenos Aires","00007","Almirante Brown",602801011,"SAN FRANCISCO SOLANO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1881,"CALLE 828 2001","*sin dato*"
"70064902313617","BORSOTTI","02","Buenos Aires","00077","Lomas de Zamora",6490020,"TEMPERLEY","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1834,"PASCO 2001","*sin dato*"
"70060582313618","ASTUDILLO","02","Buenos Aires","00103","Quilmes",665801006,"QUILMES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1878,"ANDRES BARANDA 2005","*sin dato*"
"70020012317843","CASTAÑARES S.C.S.","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"CARABOBO 1611","*sin dato*"
"70020012317923","PROFESIONAL DE JONTE 3721 S.R.L.","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Alvarez Jonte 3721","*sin dato*"
"70020012317924","FARMACITY (TALCAHUANO N° 1036)","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Talcahuano 1036","*sin dato*"
"70020012317925","PROFESIONAL CENTRO","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Marcelo T. de Alvear 1487","*sin dato*"
"70020012317927","FARMACITY (7)","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Rivadavia 5375","*sin dato*"
"70020012318040","FARMACITY  ( AVENIDA RIVADAVIA 2215 )","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"AV. RIVADAVIA 2215","*sin dato*"
"70020012318049","NUEVA MONROE","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Monroe 2802","*sin dato*"
"70140492334123","FARMAMUIÑOS","06","Córdoba","00198","Ischilín",14049050,"DEAN FUNES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5200,"25 de Mayo 43","*sin dato*"
"70221052326870","CALDERO","04","Chaco","00156","9 de Julio",22105010,"LAS BREÑAS","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3722,"25 DE MAYO Y MORENO","*sin dato*"
"70020012318204","A.B.C. ( JUAN DE GARAY 4144 )","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"JUAN DE GARAY 4144","*sin dato*"
"70020012318206","A.B.C. S.A. ( AV. ROQUE SAENZ PEÑA 609 )","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Pres. Roque Sáenz Pena 609","*sin dato*"
"70220632326895","FARMACENTER","04","Chaco","00164","General Güemes",22063060,"JUAN JOSE CASTELLI","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",3705,"AVENIDA SAN MARTIN 478","*sin dato*"
"70020012317838","CANTILO","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"AV. LOPE DE VEGA 3249","*sin dato*"
"70740562380427","SANTA ELENA 1","19","San Luis","00438","La Capital",74056150,"SAN LUIS","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5700,"AV.ESPAÑA Y SAN MARTIN","*sin dato*"
"70020012317882","MARESA II","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Avellaneda 590","*sin dato*"
"70020012317883","MAREY","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Manuela Pedraza 1799","*sin dato*"
"70020012318005","GALENO","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"PEÑA 2776","*sin dato*"
"70020012318072","NERES","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Nazca 3001","*sin dato*"
"70020012318077","NAZCA S.C.S.","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Rivadavia 3284","*sin dato*"
"70620212370562","PATAGONICA","16","Río Negro","00380","Bariloche",62021060,"SAN CARLOS DE BARILOCHE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8400,"Diagonal Capraro","*sin dato*"
"70141192334144","VIDA","06","Córdoba","00208","Río Segundo",14119150,"ONCATIVO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5986,"Belgrano 661","*sin dato*"
"70260772329445","GUTIERREZ","05","Chubut","00187","Rawson",26077040,"TRELEW","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",9100,"28 de Julio 660","*sin dato*"
"70260772329449","MOLINA","05","Chubut","00187","Rawson",26077040,"TRELEW","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",9100,"Avenida Fontana 345","*sin dato*"
"70020012318144","A.B.C. ( JUJUY 601 )","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Jujuy 601","*sin dato*"
"70065682313619","CASUR","02","Buenos Aires","00089","Morón",656801001,"CASTELAR","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1712,"AV. RIVADAVIA 20060","*sin dato*"
"70062702313620","GINESTA","02","Buenos Aires","00042","Ezeiza",627001004,"JOSE MARIA EZEIZA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1804,"PRAVAZ 201","*sin dato*"
"70066232313621","VASCHETTI","02","Buenos Aires","00096","Pergamino",6623100,"PERGAMINO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2700,"MERCED 201","*sin dato*"
"70066232313622","SIERRA","02","Buenos Aires","00096","Pergamino",6623100,"PERGAMINO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2700,"BV. .ROCHA 201","*sin dato*"
"70064132313623","ROSSI","02","Buenos Aires","00066","Junín",6413050,"JUNIN","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",6000,"RIVADAVIA 201","*sin dato*"
"70066092313624","FARMACIA DEL PARQUE SOCIEDAD EN COMANDITA SIMPLE","02","Buenos Aires","00094","Pehuajó",6609080,"PEHUAJO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",6450,"PRESIDENTE PERON 201","*sin dato*"
"70060582313625","HENSELER","02","Buenos Aires","00103","Quilmes",665801006,"QUILMES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1878,"RODOLFO LOPEZ 201","*sin dato*"
"70067492313626","RUBINICH","02","Buenos Aires","00116","San Fernando",674901001,"SAN FERNANDO (SAN FERNANDO)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1646,"CONSTITUCION 201","*sin dato*"
"70060352313627","Maga Shop Avellaneda S.C.S","02","Buenos Aires","00009","Avellaneda",603501002,"AVELLANEDA (AVELLANEDA)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1870,"AV MITRE 637","*sin dato*"
"70064412313628","AREVALO","02","Buenos Aires","00069","La Plata",644103024,"VILLA ELVIRA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1900,"7 2010","*sin dato*"
"70063712313629","MESTURINI DE PENNA","02","Buenos Aires","00058","General San Martín",637101006,"VILLA BALLESTER","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1653,"ALVEAR 2011","*sin dato*"
"70060282313630","PAZZAGLINI","02","Buenos Aires","00007","Almirante Brown",602801007,"LONGCHAMPS","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1854,"Avenida Hipólito Yrigoyen 17558","*sin dato*"
"70068612313631","IRIS","02","Buenos Aires","00132","Vicente López",686101002,"FLORIDA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1602,"HIPOLITO YRIGOYEN 1756","*sin dato*"
"70068332313632","FARMACIA ORENSE SOCIEDAD EN COMANDITA SIMPLE","02","Buenos Aires","00129","Tres Arroyos",6833060,"ORENSE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",7503,"JOSEFINA PACHECO DE RIGLOS 176","*sin dato*"
"70065602313633","STRASSER","02","Buenos Aires","00088","Moreno",656001002,"FRANCISCO ALVAREZ","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1746,"SEMANA DE MAYO 1760","*sin dato*"
"70065602313635","FARMACIA 24 SOCIEDAD EN COMANDITA SIMPLE","02","Buenos Aires","00088","Moreno",656001004,"MORENO (MORENO)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1744,"VICTORICA 177","*sin dato*"
"70060582313636","BEFFA","02","Buenos Aires","00103","Quilmes",665801006,"QUILMES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1878,"Avenida Crisólogo Larralde 4602","*sin dato*"
"70062602313637","FARMA MONTE GRANDE 24 SOC.COM.SIMPLE","02","Buenos Aires","00040","Esteban Echeverría",626001004,"MONTE GRANDE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1842,"BOULEVARD BUENOS AIRES 179","*sin dato*"
"70060562313638","IOGNA","02","Buenos Aires","00012","Bahía Blanca",605601001,"BAHÍA BLANCA (BAHÍA BLANCA)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8000,"AV. ALEM 1790","*sin dato*"
"70062522313639","LAGUARDIA","02","Buenos Aires","00039","Escobar",625201004,"INGENIERO MASCHWITZ","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1623,"ITUZAINGO 1790","*sin dato*"
"70066232313640","ALCOBENDAS","02","Buenos Aires","00096","Pergamino",6623100,"PERGAMINO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2700,"Avenida Intendente E. ILLIA 1798","*sin dato*"
"70064272313641","AROZARENA","02","Buenos Aires","00068","La Matanza",642701011,"TAPIALES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1770,"DONOVAN 1799","*sin dato*"
"70064102313642","24 HS SOCIEDAD EN COMANDITA SIMPLE","02","Buenos Aires","00064","Ituzaingó",641001001,"ITUZAINGO SUR","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1714,"BARCALA 180","*sin dato*"
"70062522313643","GODOY WALTER FERNANDO","02","Buenos Aires","00039","Escobar",625201006,"MATHEU","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1627,"SAN MARTIN 180","*sin dato*"
"70067492313644","BUSTELO","02","Buenos Aires","00116","San Fernando",674901001,"SAN FERNANDO (SAN FERNANDO)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1646,"PTE.PERON 1801","*sin dato*"
"70060282313645","FARMACIA KRILOP S.C.S.","02","Buenos Aires","00007","Almirante Brown",602801002,"BURZACO","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1852,"AV.MONTEVERDE 2453","*sin dato*"
"70067632313646","ALMADA","02","Buenos Aires","00119","San Nicolás",676305002,"SAN NICOLÁS DE LOS ARROYOS  (SAN NICOLÁS DE LOS ARROYOS )","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",2900,"MAIPU 247","*sin dato*"
"70020012317995","MEDRANO 60 S.C.S.","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Avenida Medrano 60","*sin dato*"
"70020012318012","NUTRACEUTICA","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Francisco Acuña de Figueroa 1777","*sin dato*"
"70020012318028","NUEVA SAN JOSE","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Sánchez de Bustamante 1639","*sin dato*"
"70140142334072","FARMATHEA","06","Córdoba","00193","Capital",14014010,"CORDOBA","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",5000,"Avenida Maipú 51","*sin dato*"
"70020012318247","ONCE NORTE","01","CABA","00001","Ciudad de Buenos Aires",2001010,"CIUDAD DE BUENOS AIRES","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",0,"Uriarte 2434","*sin dato*"
"70060352313181","BARBERA","02","Buenos Aires","00009","Avellaneda",603501009,"WILDE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1875,"Avenida las Flores 1313","*sin dato*"
"70064902313182","DE TURRIS","02","Buenos Aires","00077","Lomas de Zamora",649001001,"BANFIELD","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1828,"LARROQUE 1317","*sin dato*"
"70065602313183","LA REJA","02","Buenos Aires","00088","Moreno",656001004,"MORENO (MORENO)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1744,"RUBEN DARIO 1317","*sin dato*"
"70060562313184","GELARDI","02","Buenos Aires","00012","Bahía Blanca",605601001,"BAHÍA BLANCA (BAHÍA BLANCA)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8000,"ALBERDI 1324","*sin dato*"
"70064412313185","SAN MARTIN","02","Buenos Aires","00069","La Plata",644103015,"LA PLATA (LA PLATA)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1900,"44 1285","*sin dato*"
"70065602313186","FARMACIA CRL","02","Buenos Aires","00088","Moreno",656001004,"MORENO (MORENO)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1744,"CERVANTES 1334","*sin dato*"
"70060562313187","DIAZ","02","Buenos Aires","00012","Bahía Blanca",605601001,"BAHÍA BLANCA (BAHÍA BLANCA)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8000,"DON BOSCO 1335","*sin dato*"
"70060562313188","NAAB","02","Buenos Aires","00012","Bahía Blanca",605601001,"BAHÍA BLANCA (BAHÍA BLANCA)","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",8000,"Don Bosco 1335","*sin dato*"
"70064342313189","AMERICANA","02","Buenos Aires","00070","Lanús",643401002,"LANUS ESTE","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1824,"CAA-GUAZU 1343","*sin dato*"
"70067562313190","BURNIEROTTO","02","Buenos Aires","00117","San Isidro",6756030,"MARTÍNEZ","Privado",701,"Farmacia ambulatoria comercial (acceso al público)",1640,"AV.SIR A.FLEMING 1343","*sin dato*"
